Vehicle_ID,Car_Model,Battery_Type,Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Driving_Style,Internal_Resistance_Ohm,SoH_Percent,Battery_Status,,
51012c84,BYD Atto ,LFP,60,12,65,28.2,0.6,,Conservative,0.0211,99.46,Healthy,,
4261b788,,LFP,60,45,617,0,0.86,,Conservative,0.0291,96.7,Healthy,,
42805def,Tesla Model ,NMC,75,82,119,19.8,0.42,,Moderate,0.0521,89.19,Healthy,,
89e6cbb,Wuling Air EV,LFP,26,86,1191,4.7,0.2,0.9,Moderate,0.059,92.06,Healthy,,
c962,Hyundai Ioniq 5,NMC,72.6,0,202,16.6,0.49,1.51,Aggressive,0.027,97.76,Healthy,,
2756cc2,Ford Mustang Mach-E,,88,6,48,27.1,0.08,1.51,Conservative,0.0215,99.6,Healthy,,
1854b9e,Hyundai Ioniq 5,NMC,72.6,96,758,,0.77,,Aggressive,0.0499,90.06,Healthy,,
d4146e2,BYD Atto ,LFP,60,96,1220,22.8,0.76,,Aggressive,,89.55,Healthy,,
867947c,Tesla Model ,,75,28,19,0,0.66,,Moderate,0.0264,98.16,Healthy,,
17abdd9,Tesla Model ,NMC,75,52,572,2.7,0.68,,Moderate,0.06,94.4,Healthy,,
0e2ef72,Tesla Model ,NMC,75,1,66,17.7,0.89,2.01,Conservative,0.0217,99.14,Healthy,,
a0546d,Tesla Model ,NMC,75,85,677,,0.17,0.69,Moderate,0.08,92.77,Healthy,,
ac0710a2,Hyundai Ioniq 5,NMC,72.6,1,204,2.1,0.95,1.84,Moderate,0.0277,97,Healthy,,
16bb4f,Tesla Model ,NMC,75,46,91,0.2,0.1,1.94,Moderate,0.07,95.12,Healthy,,
c97d7a64,Hyundai Ioniq 5,NMC,72.6,58,17,,0.45,1.8,Moderate,0.007,96.81,Healthy,,
de105cce,BYD Atto ,LFP,60,4,608,,0.75,2.08,Aggressive,0.01,9.89,Healthy,,
88d202cf,,,75,9,485,19.2,0.25,,Moderate,0.06,95.5,Healthy,,
f5769c9,Ford Mustang Mach-E,NMC,88,95,11,2.2,0.2,1.2,,0.065,84.67,Healthy,,
bbb2e7bd,,,72.6,55,706,7.2,0.08,2.17,Moderate,0.0415,92.98,Healthy,,
be585b4,Wuling Air EV,LFP,26,95,994,22.2,0.82,1.68,Moderate,,9.7,Healthy,,
ded0f,Wuling Air EV,LFP,26,68,44,24.1,0.64,2.06,Aggressive,0.0259,97.74,Healthy,,
6f91499e,,,60,60,246,29.8,0,,Moderate,0.027,98.14,Healthy,,
d000874a,Wuling Air EV,LFP,26,85,1210,,0.72,,Moderate,,91.87,Healthy,,
1ed64c8,Wuling Air EV,LFP,26,74,80,2,0.19,2.09,Moderate,,95.15,Healthy,,
7f6747a1,Ford Mustang Mach-E,NMC,88,44,8,29.6,0.64,,Moderate,,95.87,Healthy,,
df8c4d,Tesla Model ,NMC,75,,16,24.1,0.98,2.5,Moderate,0.027,97.8,Healthy,,
5a7a744,BYD Atto ,LFP,60,6,811,19.6,0.04,0.92,Conservative,0.026,96.6,Healthy,,
cec47a9,BYD Atto ,LFP,60,4,58,25,0.68,,Moderate,0.021,99.7,Healthy,,
b475dd4,Wuling Air EV,,26,1,12,20,0,0.72,Moderate,0.0218,,Healthy,,
9de76241,Wuling Air EV,LFP,26,6,25,,0.81,1.01,Aggressive,0.0228,97.67,Healthy,,
89076ee7,,,75,57,780,29.8,0.8,2.2,Moderate,0.0457,91.9,Healthy,,
8b094e4c,Tesla Model ,NMC,75,62,610,5.9,0.2,1.8,Moderate,0.08,92.85,Healthy,,
2758da64,Ford Mustang Mach-E,NMC,88,90,901,27.2,0.41,1.9,Moderate,0.0425,92.1,Healthy,,
828d57,Ford Mustang Mach-E,NMC,88,86,788,27.9,0.8,1.89,Moderate,0.0467,91.24,Healthy,,
8ba07979,BYD Atto ,LFP,60,7,44,20.1,0.6,,Aggressive,0.0209,99.5,Healthy,,
0b149a,BYD Atto ,LFP,60,,4,2.9,0.09,1.08,Moderate,0.0185,,Healthy,,
b50db65,Ford Mustang Mach-E,NMC,88,41,600,24,0.6,1.88,Conservative,0.097,9.4,Healthy,,
9688ff14,Ford Mustang Mach-E,NMC,88,8,525,2.4,0.06,,Moderate,0.09,94.97,Healthy,,
01c5d2ab,Ford Mustang Mach-E,NMC,88,60,471,10.8,0.78,,Conservative,0.027,95.75,Healthy,,
f5e0e26,Hyundai Ioniq 5,NMC,72.6,8,55,0.8,0.16,,Moderate,0.0195,99.79,Healthy,,
4caccbd4,,NMC,75,42,626,26.7,0.97,1.46,Moderate,0.08,9.2,Healthy,,
66fdc146,Hyundai Ioniq 5,NMC,72.6,89,471,2.7,0.8,1.95,Moderate,0.086,9.89,Healthy,,
e2b465ae,Wuling Air EV,LFP,26,86,486,.,0.1,1.77,Aggressive,0.0265,96.8,Healthy,,
e6475a9d,Wuling Air EV,LFP,26,2,70,,0.4,1.8,Conservative,,98.56,Healthy,,
280ef5b2,Wuling Air EV,,26,7,42,2.5,0.05,,Moderate,0.026,97.87,Healthy,,
2b561bc,Ford Mustang Mach-E,NMC,88,75,58,17,0.96,0.79,Moderate,0.041,9.08,Healthy,,
212fa0c1,Wuling Air EV,LFP,26,55,410,16.8,0.58,,Moderate,0.0266,96.4,Healthy,,
c0507a66,Ford Mustang Mach-E,NMC,88,6,21,5.8,0.15,0.86,Moderate,0.0297,97.44,Healthy,,
225e4b,Wuling Air EV,LFP,26,24,56,,0.85,1.8,Moderate,0.0281,96.69,Healthy,,
6525baa,,LFP,60,55,818,,0.55,0.81,Aggressive,0.055,91.82,Healthy,,
ae89f12c,Ford Mustang Mach-E,NMC,88,58,275,14.5,0.56,2.24,Moderate,0.0258,97.4,Healthy,,
74952cf,Tesla Model ,NMC,75,91,1047,27.6,0.16,0.8,Conservative,0.0447,92.11,Healthy,,
1ab5141,BYD Atto ,LFP,60,5,59,,0.02,,Conservative,0.0215,99.77,Healthy,,
97b65415,,NMC,75,68,1019,,0.49,,Conservative,0.0494,90,Healthy,,
fc9da8b,,LFP,26,1,9,,0.7,0.68,Moderate,0.019,,Healthy,,
aacd7f6e,Ford Mustang Mach-E,NMC,88,75,774,0,0.21,,Moderate,0.0504,90.28,Healthy,,
7eda972,BYD Atto ,,60,5,9,2.4,0.24,2.4,Moderate,0.0206,99.72,Healthy,,
d9a0d81b,BYD Atto ,LFP,60,55,269,28.8,0.76,0.84,Conservative,0.029,98.01,Healthy,,
0c798806,Tesla Model ,NMC,75,79,67,52.4,0.8,1.55,Conservative,0.071,8.12,Healthy,,
892e79fc,Ford Mustang Mach-E,NMC,88,74,19,15,0.54,,Conservative,0.0285,96.86,Healthy,,
f716dfcd,Ford Mustang Mach-E,NMC,88,67,564,28.7,0.5,1.7,Moderate,0.066,9.65,Healthy,,
5ef1592b,BYD Atto ,LFP,60,5,52,,0.91,0.81,Aggressive,0.02,99.27,Healthy,,
b7d11be4,BYD Atto ,,60,87,48,15.7,0.54,0.86,Aggressive,,97.18,Healthy,,
15f79be,Hyundai Ioniq 5,NMC,72.6,18,10,2.9,0.76,,Conservative,0.029,98.57,Healthy,,
491d2262,Hyundai Ioniq 5,NMC,72.6,7,148,25,0.55,,Aggressive,0.025,98.12,Healthy,,
f2ad082e,Ford Mustang Mach-E,NMC,88,4,,12.8,0.62,0.82,Moderate,0.0201,99.99,Healthy,,
4a92dd7f,BYD Atto ,LFP,60,46,285,26.7,0.02,1.1,Moderate,,99.1,Healthy,,
4ae2c728,Wuling Air EV,LFP,26,15,79,,0.55,,Moderate,0.0217,99.7,Healthy,,
d21604,,,72.6,45,242,4.4,0.67,2.7,Conservative,0.0269,97.74,Healthy,,
c811b107,,,75,5,26,20.4,0.49,,Conservative,0.0199,99.88,Healthy,,
1ee67e6,Wuling Air EV,,26,1,4,28,0.74,1.91,Conservative,0.0207,,Healthy,,
a25e8fb4,BYD Atto ,LFP,60,62,276,25.9,0.85,,Moderate,0.0266,97.28,Healthy,,
5cfd4cc1,Hyundai Ioniq 5,NMC,72.6,86,755,29.8,0.01,,Moderate,0.081,9.9,Healthy,,
a612159a,Tesla Model ,,75,92,1159,19.6,0.77,1.14,Aggressive,0.0657,84.7,Healthy,,
0bfca0c,Ford Mustang Mach-E,NMC,88,74,797,28,0.59,,Moderate,0.045,91.27,Healthy,,
c5575c8a,,LFP,26,60,68,18.1,0.7,2,Moderate,0.002,95,Healthy,,
6b6b2b2,BYD Atto ,LFP,60,95,902,,0.2,1.26,Moderate,0,94.98,Healthy,,
8115fd9,Ford Mustang Mach-E,,88,95,186,2,0.64,0.85,Moderate,0.0608,85.95,Healthy,,
ebe0af8a,,LFP,26,84,1150,21.1,0.98,0.92,Moderate,0.05,92.27,Healthy,,
6d605082,Tesla Model ,NMC,75,89,760,24.1,0.76,,Moderate,0.045,91.81,Healthy,,
7f7fc0,Ford Mustang Mach-E,NMC,88,6,62,1.1,0.75,2.47,Conservative,0.02,99,Healthy,,
6667081b,Wuling Air EV,,26,6,69,16.6,0.18,1.57,Moderate,,99.4,Healthy,,
887c2ce,,LFP,26,95,864,25.8,0.61,,Moderate,0.022,94.14,Healthy,,
27985560,,NMC,72.6,66,2,15.8,0.51,1.6,Moderate,0.0282,97,Healthy,,
26d4e4a,,NMC,72.6,62,282,,0.5,2.07,Moderate,0.0279,96.88,Healthy,,
49721729,BYD Atto ,LFP,60,28,262,5.1,0.06,0.51,Moderate,0.0226,98.41,Healthy,,
b9c6700c,,NMC,75,8,56,19.5,0.5,0.87,Conservative,0.04,95.02,Healthy,,
54d0f6e,Hyundai Ioniq 5,NMC,72.6,18,20,28.9,0.57,2.46,Moderate,0.026,97.66,Healthy,,
7a988,Ford Mustang Mach-E,NMC,88,1,166,18,0.15,,Moderate,,98.42,Healthy,,
9f8fcb2,,,72.6,4,24,,0.09,1.6,Moderate,0.026,98.17,Healthy,,
e48ef2a7,Hyundai Ioniq 5,NMC,72.6,84,782,19.7,0.1,,Moderate,0.09,92.92,Healthy,,
2495f7e,BYD Atto ,LFP,60,2,17,21.4,0.47,,Moderate,0.0211,99.12,Healthy,,
584fd9a6,Ford Mustang Mach-E,NMC,88,5,,4,0.14,0.67,Conservative,0.04,95.69,Healthy,,
8497182,,LFP,60,,44,17.8,0.56,1.79,Moderate,,99.4,Healthy,,
f57288c,Tesla Model ,NMC,75,6,189,1.6,0.1,1.8,Moderate,0.0249,98,Healthy,,
104b1e05,Hyundai Ioniq 5,,72.6,15,127,,0.99,2.14,Aggressive,0.0266,97.67,Healthy,,
d9b92f91,Tesla Model ,NMC,75,71,909,2,0.81,2.48,Moderate,0.0501,89.84,Healthy,,
f8ba852a,,NMC,75,71,52,1.6,0.74,,Moderate,0.054,94.87,Healthy,,
fe420d7c,Ford Mustang Mach-E,,88,7,77,20.4,0.74,,Moderate,0.0447,91.97,Healthy,,
c1989c27,,NMC,88,72,95,21.2,0.42,2.1,Moderate,0.0502,90.55,Healthy,,
21d7fa1f,BYD Atto ,LFP,60,12,116,17.2,0.7,0.9,Conservative,0.0199,,Healthy,,
4bd21,,NMC,72.6,1,95,25.2,0.76,0.81,Aggressive,0.047,94.88,Healthy,,
a4a1ee8,Tesla Model ,,75,85,1107,,0,1.51,Conservative,0.0496,89.81,Healthy,,
a4f6798,Ford Mustang Mach-E,NMC,88,46,278,24.5,0.55,2.19,Moderate,0.0257,97.6,Healthy,,
f6820dfb,Tesla Model ,NMC,75,71,616,20.7,0.19,,Moderate,0.067,94.7,Healthy,,
2560b7b4,Tesla Model ,NMC,75,8,80,,0.72,1.84,,0.029,99.19,Healthy,,
5ff2186e,Hyundai Ioniq 5,NMC,72.6,29,47,24.7,0.81,1.6,Conservative,,96.57,Healthy,,
611d66e7,BYD Atto ,,60,76,66,26.2,0.66,,Moderate,0.0246,97.2,Healthy,,
b1a2ce00,Wuling Air EV,LFP,26,,591,0.5,0.49,,Conservative,0.0269,96.54,Healthy,,
29b624cb,Wuling Air EV,LFP,26,,72,,0.28,,Moderate,0.0262,97.75,Healthy,,
e05bf0fd,Wuling Air EV,,26,26,216,26.5,0.4,1.78,Aggressive,0.025,97.89,Healthy,,
5bae6fcd,Wuling Air EV,LFP,26,12,129,,0.17,2.08,Conservative,0.0219,98.96,Healthy,,
e4f072b7,BYD Atto ,LFP,60,51,420,27.8,0.2,1,,0.0281,97.01,Healthy,,
2cb62bcd,Ford Mustang Mach-E,,88,6,227,4.9,0.57,1.7,Conservative,0.0267,98.1,Healthy,,
28d55462,Wuling Air EV,,26,5,85,19.9,1,2.41,Moderate,0.0266,96.78,Healthy,,
c55c6a87,Tesla Model ,NMC,75,9,49,29.9,0.15,2.9,Moderate,,96.5,Healthy,,
6c099b4,Wuling Air EV,,26,89,1051,2.8,0.97,2.9,Moderate,0.05,92.42,Healthy,,
f4bb48b,Hyundai Ioniq 5,NMC,72.6,47,444,21.6,0.76,1.55,Moderate,0.022,95.41,Healthy,,
1bd1d14c,BYD Atto ,LFP,60,61,592,16,0.41,,Conservative,0.026,97.7,Healthy,,
94a84291,Ford Mustang Mach-E,,88,79,608,,0.8,0.71,Conservative,0.0422,92.75,Healthy,,
18990db9,Ford Mustang Mach-E,,88,10,104,9.4,0.6,1.97,Conservative,0.0215,98.9,Healthy,,
ac1d01de,,,88,52,517,29.5,0.2,,Conservative,,96.55,Healthy,,
e00e14ca,Tesla Model ,NMC,75,80,5,21.7,0.04,1.08,Moderate,0.0258,97.4,Healthy,,
ac9870be,Ford Mustang Mach-E,NMC,88,72,,5.2,0.58,0.91,Aggressive,0.01,9,Healthy,,
e247cc7d,BYD Atto ,LFP,60,77,41,6.4,0.06,,Aggressive,0.0264,97.27,Healthy,,
ba59a0,Ford Mustang Mach-E,NMC,88,94,825,18.9,0.66,2.25,Moderate,0.0464,90.66,Healthy,,
90d20d0,,LFP,60,28,89,2.6,0.07,2.48,Moderate,0.0216,98.9,Healthy,,
5b6eb6f8,Wuling Air EV,LFP,26,8,485,28,0.61,,Moderate,0.025,97,Healthy,,
2a662c9,Tesla Model ,NMC,75,58,867,25.2,0.08,1.06,Moderate,0.04,92.22,Healthy,,
96c5bf62,Wuling Air EV,LFP,26,88,848,,0.59,1.1,Conservative,0.024,94.88,Healthy,,
444a07c0,Ford Mustang Mach-E,NMC,88,28,64,,0.17,1.7,Moderate,0.0254,97.18,Healthy,,
d4d82191,Tesla Model ,NMC,75,89,112,22.4,0.44,0.66,Moderate,0.0529,89.57,Healthy,,
46ef945,Ford Mustang Mach-E,NMC,88,8,278,,0.9,1.58,Aggressive,0.06,95.81,Healthy,,
44de95b,Hyundai Ioniq 5,NMC,72.6,61,604,,0.27,,Moderate,0.066,94.1,Healthy,,
9015c1e,Hyundai Ioniq 5,,72.6,,81,1.5,0.6,,Moderate,0.0289,97.02,Healthy,,
c1e6acf7,BYD Atto ,LFP,60,69,755,17.4,0.75,0.67,Conservative,0.0279,96.8,Healthy,,
679bf55a,Tesla Model ,NMC,75,96,1261,21.5,0.86,1.4,Moderate,0.068,85,Healthy,,
c5752c94,Tesla Model ,NMC,75,2,16,18.9,0.65,1.75,Moderate,0.0288,96.51,Healthy,,
a964d5,Hyundai Ioniq 5,NMC,72.6,15,207,1.5,0.48,2.21,Moderate,0.0297,96.89,Healthy,,
e7b5b8a9,Tesla Model ,,75,17,104,4.8,0.77,1.75,Moderate,0.0228,98.42,Healthy,,
180bec79,Ford Mustang Mach-E,,88,44,522,24.9,0.98,1.25,Moderate,0.065,94.22,Healthy,,
2da414e0,Tesla Model ,NMC,75,24,5,27,0.26,0.72,Conservative,0.0265,97.29,Healthy,,
a8e0a51,BYD Atto ,LFP,60,1,45,2.9,0.97,,Conservative,0.0281,96.05,Healthy,,
952bbb95,,LFP,26,54,449,5,0.46,0.9,Moderate,0.0256,96.55,Healthy,,
7.00E+07,Wuling Air EV,LFP,26,46,247,29.5,0.9,,Moderate,0.0244,97.62,Healthy,,
0f65d5b0,Hyundai Ioniq 5,NMC,72.6,2,258,17.5,0.56,1.88,Conservative,0,96.86,Healthy,,
d5baa780,Wuling Air EV,,26,6,181,6,0.64,1.9,Conservative,0.024,98.85,Healthy,,
7cb5b45,Hyundai Ioniq 5,NMC,72.6,29,6,,0.18,,Moderate,0.047,95.41,Healthy,,
2f14f9f,Tesla Model ,NMC,75,79,757,,0.06,0.82,Conservative,0.09,9.9,Healthy,,
5d6be6b7,Hyundai Ioniq 5,NMC,72.6,77,772,14.5,0.94,2.29,Conservative,0.044,91.59,Healthy,,
f2c15d9,Wuling Air EV,LFP,26,,17,24.9,0.58,1.68,Conservative,0.021,,Healthy,,
e1cfefbf,BYD Atto ,LFP,60,84,1170,,0.21,,Conservative,0.049,92.71,Healthy,,
679d9,Tesla Model ,,75,17,210,0.5,0.21,2.4,Moderate,0.0249,98.59,Healthy,,
07b185,,NMC,72.6,42,18,29.4,0.05,,Moderate,0.0257,98.87,Healthy,,
7f74cd46,Wuling Air EV,LFP,26,54,,12.4,0.61,1.64,Conservative,0.0221,98.12,Healthy,,
2d69eda,Ford Mustang Mach-E,NMC,88,15,14,,0.74,,Conservative,0.024,98.1,Healthy,,
916a5c9,Wuling Air EV,LFP,26,68,476,,0.67,1.85,Conservative,0.0265,96.94,Healthy,,
48588ac7,Ford Mustang Mach-E,NMC,88,68,772,17.4,0.58,,Moderate,0.0445,92.24,Healthy,,
9beb25d6,Ford Mustang Mach-E,NMC,88,1,6,25,0.2,2.29,Aggressive,0.0215,99.52,Healthy,,
ef56a9c5,Wuling Air EV,LFP,26,5,67,2,0.06,2.16,Conservative,,97.22,Healthy,,
20826d0,Wuling Air EV,,26,2,26,27.1,0.41,0.74,Moderate,,99.89,Healthy,,
cc17c4e1,Hyundai Ioniq 5,NMC,72.6,71,809,8,0.94,,Moderate,0.0457,90.64,Healthy,,
acc626,,NMC,88,66,518,17.6,0.86,,Moderate,0.084,94.21,Healthy,,
cbb22c4d,BYD Atto ,,60,82,1101,22.8,0.54,1.51,Moderate,0.054,9.1,Healthy,,
050a15cc,Hyundai Ioniq 5,NMC,72.6,26,26,27.7,0.79,,Conservative,0.0278,97.9,Healthy,,
22ad7cba,Ford Mustang Mach-E,NMC,88,18,84,17.4,0.69,,Aggressive,0.022,99.1,Healthy,,
2ff51261,Ford Mustang Mach-E,NMC,88,69,815,22.6,0.28,1.85,Moderate,0.049,92.05,Healthy,,
19bedcd,BYD Atto ,,60,80,1168,4,0.81,,Moderate,0.067,91.19,Healthy,,
5d15cef,Ford Mustang Mach-E,,88,16,225,21.9,0.47,0.7,Moderate,0.0261,97.85,Healthy,,
0adf480b,,NMC,88,47,58,6.9,0.67,,Moderate,0.01,92.9,Healthy,,
590bebc7,Wuling Air EV,LFP,26,6,41,22,0.47,1.65,Moderate,0.0216,,Healthy,,
f2d29f49,Hyundai Ioniq 5,NMC,72.6,59,577,,0.64,,Moderate,0.04,9.54,Healthy,,
8a89c7f5,Hyundai Ioniq 5,NMC,72.6,51,446,21.4,0.78,,Aggressive,0.09,94.26,Healthy,,
79cf1b4c,BYD Atto ,LFP,60,42,608,26.9,0.91,1.62,Moderate,0.0278,95.86,Healthy,,
286f11f4,,LFP,60,,521,27.5,0.51,2.27,Aggressive,0.0262,95.88,Healthy,,
97ccd12e,Tesla Model ,NMC,75,9,49,19.2,0.24,,Moderate,0.0262,97.27,Healthy,,
d06b0c5c,Wuling Air EV,LFP,26,85,606,10.1,0.96,1,Conservative,,96.52,Healthy,,
ac86765b,Tesla Model ,NMC,75,89,99,29.4,0.81,1.26,Conservative,0.0487,90.2,Healthy,,
0f4bd524,Wuling Air EV,LFP,26,9,545,25.9,0,2.27,Conservative,0.0257,97.14,Healthy,,
2f59f54,Ford Mustang Mach-E,NMC,88,66,28,,0.5,,Aggressive,0,96.59,Healthy,,
bbbc02e5,Wuling Air EV,,26,7,622,,0.98,1,Moderate,0.007,94.68,Healthy,,
686a72,Wuling Air EV,LFP,26,1,72,2.5,0.88,1.25,Moderate,0.026,98.25,Healthy,,
c64186f,Wuling Air EV,LFP,26,12,85,29,0.9,1.5,Aggressive,0.0209,98.96,Healthy,,
770b70ea,Ford Mustang Mach-E,NMC,88,76,889,20.7,0.44,0.9,Aggressive,0.051,89.9,Healthy,,
4fe8caac,Tesla Model ,,75,4,7,1.4,0.7,1.2,Moderate,0.027,95.81,Healthy,,
567e04ee,Ford Mustang Mach-E,NMC,88,15,190,20,0.1,1.1,Aggressive,0.0241,97.84,Healthy,,
6b95b9ed,Hyundai Ioniq 5,NMC,72.6,5,19,4.9,0.72,1.4,Moderate,,95.58,Healthy,,
5e8c566,Tesla Model ,NMC,75,6,925,1,0.4,2.15,Aggressive,0.0579,87.94,Healthy,,
05ccf,Tesla Model ,,75,65,667,1,0.79,0.78,Moderate,0.044,91.8,Healthy,,
9728cb,Hyundai Ioniq 5,NMC,72.6,5,26,0.9,0.25,,Aggressive,0.0288,96.91,Healthy,,
f1da20a,Tesla Model ,NMC,75,67,625,,0.77,,Moderate,,90.2,Healthy,,
f2b9259,Hyundai Ioniq 5,,72.6,67,841,6,0.44,,Aggressive,0.0566,87.81,Healthy,,
200c79b,Ford Mustang Mach-E,NMC,88,50,627,26.1,0.17,1.56,Conservative,0.041,95.01,Healthy,,
e01d10c1,Hyundai Ioniq 5,NMC,72.6,47,567,24.1,0.26,0.86,Conservative,,95.26,Healthy,,
74a89088,Wuling Air EV,LFP,26,67,820,17.9,0.45,2.18,Aggressive,0.016,94.27,Healthy,,
d11f9b84,Tesla Model ,NMC,75,59,0,2.2,0.87,0.6,Conservative,0.07,95.26,Healthy,,
d49da846,Hyundai Ioniq 5,NMC,72.6,9,109,18.6,0.64,,Conservative,0.0229,98.74,Healthy,,
6f750e,Hyundai Ioniq 5,NMC,72.6,96,949,,0.76,1.97,Moderate,0.0505,89.65,Healthy,,
9aaf7d2,BYD Atto ,LFP,60,9,74,26,0.75,,Moderate,0.0201,99.25,Healthy,,
f5f51770,Ford Mustang Mach-E,NMC,88,19,187,0.8,0.12,1.4,Aggressive,,98.11,Healthy,,
e0469b7f,Tesla Model ,NMC,75,27,197,17.9,0.6,2.19,Moderate,0.0272,97,Healthy,,
4cd7d274,Tesla Model ,NMC,75,6,76,21,0.6,0.66,Conservative,0.024,98.86,Healthy,,
79a9dfd,,LFP,26,29,287,24,0.7,0.91,Moderate,0.027,96.52,Healthy,,
9e70d51d,BYD Atto ,,60,20,172,,0.14,1.22,Moderate,0.022,98.6,Healthy,,
21f74b06,Tesla Model ,NMC,75,55,75,2.5,0.42,0.67,Aggressive,0.058,94.76,Healthy,,
184ac459,Ford Mustang Mach-E,NMC,88,8,564,1,0.2,,Aggressive,0.099,9.06,Healthy,,
8910a04,Wuling Air EV,LFP,26,8,776,15.7,0.21,1.89,Moderate,0.0289,95.68,Healthy,,
9dd49d8,Tesla Model ,NMC,75,62,1,2,0.8,1.42,Moderate,0,96.88,Healthy,,
c982ef6e,Wuling Air EV,,26,65,84,24.8,0.6,0.74,Moderate,0.0246,97.47,Healthy,,
0510d5,Ford Mustang Mach-E,,88,7,841,17,0.85,2.44,Aggressive,0.0548,88,Healthy,,
9cc76c99,Wuling Air EV,LFP,26,5,454,19.1,0.07,1.24,Conservative,,98.86,Healthy,,
1e6fce,BYD Atto ,LFP,60,85,794,18.4,0.77,0.66,Conservative,0.001,94.65,Healthy,,
5bbdcef5,Tesla Model ,NMC,75,20,15,28.1,0.06,,Aggressive,0.0246,98.6,Healthy,,
0c28,Hyundai Ioniq 5,NMC,72.6,11,11,,0.75,,Moderate,0.029,98.82,Healthy,,
054be9f,Hyundai Ioniq 5,,72.6,5,571,26.6,0.28,2.02,Moderate,0.046,95.26,Healthy,,
55f85cc6,,NMC,72.6,94,498,1,0.4,,Conservative,0.0291,96.84,Healthy,,
4b6bb89d,Tesla Model ,NMC,75,65,556,29.6,0.98,,Aggressive,0.045,91.87,Healthy,,
1758f706,Hyundai Ioniq 5,,72.6,75,61,12.1,0.64,,Moderate,0.025,95.54,Healthy,,
e0019b0d,Hyundai Ioniq 5,NMC,72.6,17,220,19,0.66,1.09,Moderate,0.0262,97.98,Healthy,,
ce7fa9ba,Hyundai Ioniq 5,NMC,72.6,65,89,29,0.9,0.68,Conservative,0.028,95.86,Healthy,,
508e414a,Wuling Air EV,LFP,26,51,476,29.6,0,1.47,Conservative,0.0245,97.6,Healthy,,
27616c6,,LFP,60,6,69,2.7,0.59,2,Aggressive,0.0208,99.2,Healthy,,
dfc1f5fd,Ford Mustang Mach-E,NMC,88,64,74,1,0.49,0.72,Moderate,0.0426,92.6,Healthy,,
5525ea7,,,75,54,,29,0.6,1.46,Aggressive,0.027,95.99,Healthy,,
e5021,Hyundai Ioniq 5,NMC,72.6,5,411,27.2,0.02,,Moderate,0.0294,97.2,Healthy,,
4a58d04b,,NMC,88,11,17,,0.4,0.8,Aggressive,0.0248,98.67,Healthy,,
47282b8,Tesla Model ,,75,76,702,21,0.8,1.02,Aggressive,0.0441,91.62,Healthy,,
18c10a2b,,LFP,26,16,170,29.1,0,1.9,Conservative,0.02,98.57,Healthy,,
227541e,Wuling Air EV,LFP,26,89,10,0.7,0.05,1.99,Aggressive,0.071,92.08,Healthy,,
7a16c0f,Ford Mustang Mach-E,NMC,88,9,52,2.4,0.94,2.1,Aggressive,0.0445,92.1,Healthy,,
c248825,Ford Mustang Mach-E,NMC,88,1,11,,0.52,,,0.026,97.44,Healthy,,
e76575c,,LFP,60,45,281,,0.99,2.09,Conservative,0.0257,97.82,Healthy,,
778b5ced,,NMC,72.6,17,160,17.5,0.94,0.62,Moderate,0.029,98.54,Healthy,,
8695a8b4,BYD Atto ,LFP,60,64,814,22.7,0.79,1.47,Moderate,,94.4,Healthy,,
be27a7,Tesla Model ,,75,75,644,19.1,0.14,,Moderate,0.062,94.18,Healthy,,
62c01466,Tesla Model ,NMC,75,11,60,2.5,0.82,,Moderate,0.021,99,Healthy,,
bfdabd0a,Wuling Air EV,,26,1,126,,0.58,1.68,Conservative,0.0245,99.4,Healthy,,
284e569,Tesla Model ,NMC,75,5,55,0.8,0.64,1.5,Conservative,0.084,9.81,Healthy,,
ed0cac8,,NMC,72.6,5,80,15.6,0.2,1.98,Conservative,,97.27,Healthy,,
782cbb,,LFP,26,25,9,28.4,0.28,0.56,Conservative,0.0265,97.9,Healthy,,
c7f9b8c,BYD Atto ,LFP,60,48,11,26,0.88,0.6,Moderate,0.0246,97.72,Healthy,,
6e8f50,BYD Atto ,,60,80,598,25.2,0.05,1.76,Moderate,0.0265,96.9,Healthy,,
1b501b,BYD Atto ,LFP,60,59,808,9.1,0.01,1.49,Conservative,0.0266,96.15,Healthy,,
8670a4c,Wuling Air EV,LFP,26,4,44,5,0.45,1.6,Moderate,0.0241,97.72,Healthy,,
d97ca90d,BYD Atto ,LFP,60,16,166,17.2,0.2,1.86,Moderate,0.021,99.4,Healthy,,
96e7a62,BYD Atto ,LFP,60,64,4,0.4,0.72,1.5,Conservative,0.0245,97.76,Healthy,,
d8fcfec0,,,75,11,87,15,0.04,,Moderate,0.0222,99.48,Healthy,,
cc518e9,Hyundai Ioniq 5,NMC,72.6,56,591,,0.58,1.7,Conservative,0.01,95.46,Healthy,,
bf2dab16,Ford Mustang Mach-E,NMC,88,9,1281,,0.18,1.28,Aggressive,0.0622,85.4,Healthy,,
0f105e,Tesla Model ,NMC,75,11,98,29.2,0.7,,Moderate,0.0224,99.02,Healthy,,
bc0b2125,BYD Atto ,LFP,60,64,691,15.1,0.97,0.99,Moderate,0.0292,95.21,Healthy,,
bb08,,LFP,60,82,10,18.5,0.01,,Moderate,0.0288,95.22,Healthy,,
